"古蹟
111年9月16日府都綜字第11130388122號函
送出基地地號：
臺北市大安區金華段二小段188、189、191、197、203-2等4筆土地
接受基地地號：
臺北市內湖區舊宗段22、22-1、22-2、22-3地號等4筆土地
附件下載
核准日期：111/09/19"
"古蹟
111年9月16日府都綜字第11130388121號函
送出基地地號：
臺北市大安區金華段二小段188、189、191、197、203-2等4筆土地
接受基地地號：
臺北市內湖區舊宗段10-7地號土地
附件下載
核准日期：111/09/19"
"都市計畫
111年8月29日府都綜字第1113008024號
送出基地地號：
臺北市大安區仁愛段三小段141地號(部分)、大安區仁愛段四小段6地號(部分)、松山區敦化段一小段60-5地號(全部)、信義區永春段一小段73、177、178地號(全部)等6筆土地
接受基地地號：
臺北市內湖區潭美段五小段112地號土地
附件下載
核准日期：111/08/31"
"都市計畫
111年8月26日府都綜字第1113007738號
送出基地地號：
臺北市大安區仁愛段五小段489地號、中山區榮星段二小段185地號(以上均為部分)土地
接受基地地號：
臺北市北投區軟橋段74、80地號等2筆土地
附件下載
核准日期：111/08/31"
"古蹟
111年8月16日府都綜字第1113017325號
送出基地地號：
臺北市萬華區福星段二小段759地號
接受基地地號：
臺北市北投區新洲美段112地號
附件下載
核准日期：111/08/17"
"都市計畫
111年8月9日府都綜字第1113025134號
送出基地地號：
臺北市大安區瑞安段一小段72及79地號(部分)土地
接受基地地號：
臺北市內湖區舊宗段16-3地號土地
附件下載
核准日期：111/08/10"
"歷史建築
111年7月25日府都綜字第1113024627號
送出基地地號：
臺北市中正區城中段一小段359及360地號等2筆土地
接受基地地號：
臺北市北投區軟橋段39地號土地
附件下載
核准日期：111/07/28"
"都市計畫
111年5月5日府都綜字第1113003328號
送出基地地號：
臺北市中正區一小段224及241地號(以上均為部分)土地
接受基地地號：
中正區臨沂段三小段37、37-1地號等2筆土地
附件下載
核准日期：111/07/28"
"都市計畫
111年7月25日府都綜字第1113025734號
送出基地地號：
臺北市士林區百齡段六小段637地號、信義區三興段三小段144地號(以上均為部分)、大安大安段二小段494地號、信義區三興段三小段125、126、127-1地號(以上均為全部)等6筆土地。
接受基地地號：
內湖區舊宗段83-1、83-2、83-11、83-12地號等4筆土地
附件下載
核准日期：111/07/28"
"都市計畫
111年7月21日府都綜字第1113003711號
送出基地地號：
臺北市士林區陽明段二小段264地號、信義區逸仙段二小段374地號、信義區福德段三小段763地號等3筆土地(以上均為部分)
接受基地地號：
信義區二小段祥和段101、101-1、101-2、102、102-1、102-2、104、104-2、105、106地號等10筆土地
附件下載
核准日期：111/07/28"
"都市計畫
111年7月13日府都綜字第1113001169號
送出基地地號：
臺北市大同區圓環段二小段284地號、大安區仁愛段三小段145地號、大安區復興段二小段435地號、大安區學府段二小段2地號、大安區懷生段三小段310地號、中 山區中山段四小段213地號、松山區民生段12-13地號、信義區雅祥段一小段620地號、南港區玉成段三小段811地號(以上均部分)、中山區榮星段二小段300-2地號及內湖區潭美段三小段3地號(以上均全部)等11筆土地
接受基地地號：
臺北市大安區通化段四小段336地號等26筆土地
附件下載
核准日期：111/07/28"
"都市計畫
111年6月28日府都綜字第1113037286號
送出基地地號：
臺北市中山區榮星段二小段640-1地號、內湖區碧湖段四小段67、70地號、內湖區潭美段三小段367-1、851-1地號、文山區實踐段三小段514地號、文山區興隆段一小段171地號、北投區立農段一小段256地號、北頭區奇岩段三小段253地號、松山區敦化段三小段154-2地號、信義區黎和段二小段432地號、信義區吳興段二小段606-1地號、南港區中南段二小段286-1地號(以上均部分)、文山區博嘉段三小段710地號、南港區中南段二小段285-1、288-1、299-31、299-32地號(以上均全部)土地
接受基地地號：
臺北市北投區新洲美段29地號土地
附件下載
核准日期：111/06/28"
